Date,MSFT,INTC,UPS,VZ,JPM,AXP,PFE,MRK,JNJ,XOM,AMT,BAC,AAPL,GS,CVX,T,DIS,NEE,CAT,PG,UNH,SPY,CSCO,FCX,HD,NKE,HON,ORCL,WMT,MCD,KO
2010-01-31,-0.09376005823334888,-0.07351873737899206,-0.007071571163415058,-0.10893243430993937,-0.09568368363843405,-0.07867335111519269,-0.014365840607882596,0.03112339990663937,-0.028541411646451298,-0.07069851095891622,-0.023513563622797662,-0.033044814090819496,-0.10821481593296856,-0.15168855612202847,-0.09187542511941116,-0.09978772848172301,-0.08183748661437562,-0.08808740810329674,-0.10723329487487243,0.014165106770027691,0.04556761647960439,-0.05383683667612438,-0.09421725898869804,-0.22254134839296613,-0.023289562991558377,-0.024787903974770487,-0.043303389466895936,-0.0727399077122759,-0.014862263632425154,-0.005591081188169422,-0.05014977802074938
2010-02-28,0.021903858814590116,0.06458179129775088,0.02492095909235026,-0.016795126031453833,0.0749333972507169,0.013975801689372513,-0.05192855853220779,-0.034642012386924215,0.009846502229403864,0.015310326298773269,0.004934634168094032,0.09303193938471166,0.06334676529209182,0.05227131518156458,0.012017771331434446,-0.021926627669760723,0.0556157078577062,-0.039516175843221646,0.08807971930295233,0.027719309090867394,0.02572720986160748,0.030717748780912935,0.0795291308545103,0.11956419962353149,0.10785659978104123,0.05863870804116189,0.046399280405776455,0.06667710042521291,0.011907162604656296,0.0309544409118212,-0.028608252637079445
2010-03-31,0.02139453430318916,0.08225087019464805,0.09214760991413717,0.06975267791683493,0.06413651893158567,0.08166840777755091,-0.0230559368051928,0.023079875515902515,0.03432482336584197,0.03000690949714846,-0.0011729446227990437,0.06960074082501899,0.1384306679450078,0.08740096578518752,0.047670353062728044,0.04067756857231042,0.1110739270921699,0.041399194703259035,0.09682253233931837,-0.00015789303852020709,-0.03577712035438374,0.059098785965855605,0.06753962199475838,0.1057064735799047,0.04360751489159975,0.08767693681552613,0.11977281382777027,0.042103503645621654,0.033524548463724546,0.04396806224099903,0.050489530021407436
2010-04-30,0.04179140192503539,0.02437550431478064,0.0708651087068386,-0.0554488134335549,-0.04858932366276614,0.11135336907868254,-0.025392566851159426,-0.06384260888240911,-0.013899592957746343,0.011725598832849737,-0.04316175686817658,-0.0011214960920415962,0.10527968190490156,-0.16138572340606228,0.07137201062270382,0.029839971425378753,0.053810737465329606,0.07415242840819714,0.08629804397625973,-0.010032706029104776,-0.0740608250671686,0.015351280843471926,0.03399122612207428,-0.0990171913697413,0.08528379630074401,0.032263846648631134,0.04745356919751087,0.008119169188288478,-0.035888426884106206,0.05638369045270153,-0.028586645698084556
2010-05-31,-0.16416060200672655,-0.057160408382406214,-0.08990353551135577,-0.0489289743724628,-0.0730604855748771,-0.14562199571846524,-0.08285517464146563,-0.039288986176582164,-0.08886517147984074,-0.1073696364644916,-0.006884737767806737,-0.12467691913254919,-0.016255867190628326,-0.003996941539709198,-0.08826542007148808,-0.06992539867966086,-0.09742963054784148,-0.04158255768731678,-0.1138984446389224,-0.017363624055989124,-0.04177082242014052,-0.08278874071613185,-0.15081452830088038,-0.075320704978314,-0.03966372960552089,-0.04761916854169401,-0.09757036376278894,-0.1364621894768634,-0.05334178397387168,-0.04577107258435209,-0.03910795242808618
2010-06-30,-0.11444639273043622,-0.09647783910265417,-0.09819850483495784,0.018005676845996188,-0.0780024663031389,0.0002267538376297118,-0.06580832091012856,0.0483166067776728,0.01295156115390439,-0.05770321907041076,0.09344666030020399,-0.09041475729660453,-0.02104687981055431,-0.0943610256895564,-0.08486042765233481,-0.004537042727938312,-0.05916692074509999,-0.013442598848907306,-0.011421197752934376,-0.018336975536379363,-0.019129743955491385,-0.05312780937639783,-0.08324981662664266,-0.1694708287861073,-0.18053851484863426,-0.06535635252876482,-0.09150647273964552,-0.0504312333109902,-0.05050253756905443,-0.015067305444000478,-0.016794054142665438
2010-07-31,0.11483344723868472,0.057443806012491994,0.13326799224156982,0.11857929392036537,0.09690051382059384,0.11727858881287201,0.050591542968678294,-0.014691082682865009,-0.01656025680413231,0.0447186292332451,0.03835623006932831,-0.023232470990840248,0.02248624890056261,0.1388307738905672,0.11604612824889449,0.09289105506499151,0.06721351304415579,0.07008595485722191,0.15604431929025875,0.027278130423319613,0.06969670314450216,0.06606932182320602,0.07935677027614263,0.19527459856074758,0.015553407406989628,0.08632022189468369,0.0936086032552006,0.09889146737855992,0.06288642611065054,0.056947167100315,0.0949115057748462
2010-08-31,-0.08971865264596035,-0.14582346623018339,-0.011400790414366924,0.016044388141801758,-0.10238608782242453,-0.11300536254822902,0.06997489001949941,0.020109689152179033,-0.009204509916644898,-0.002467172428694653,0.013319182889415693,-0.11938682099611952,-0.05657542367824786,-0.09410998612310806,-0.01903860994425921,0.041161185824903246,-0.03473081923888177,0.03622750155327026,-0.06807157788665563,-0.02466434914719695,0.04086126403673296,-0.04602323149598497,-0.14330126681893018,0.006270575084732499,-0.01603235586348939,-0.05069305849281314,-0.08566662359144406,-0.07919701586168237,-0.014905972811204204,0.054111488782273565,0.013875002155255611
2010-09-30,0.04254204836745945,0.08304219287050874,0.04430212762833152,0.09859840547396681,0.045694738469756135,0.05275872019272443,0.07621564232222378,0.0562831490496114,0.08308635817090693,0.04434164983497624,0.08974605620339249,0.050891737055891006,0.15462018852213544,0.05436348947607961,0.0899206858863657,0.056459677858454516,0.017062938703162445,0.012209107555755327,0.1885431137927056,0.0050153275443634016,0.10521971401054975,0.08576922366909834,0.0912544613659989,0.17070209879278186,0.12993034944595294,0.13902994065579843,0.1177265907034708,0.20652263177664354,0.06523593366419256,0.01965296818180562,0.05370917410408449
2010-10-31,0.08527465782972543,0.043318517863457195,0.009699298526724576,0.011262827319722835,-0.010073342568753585,-0.008940928137593396,0.014455171740143768,-0.01367669078194389,0.02832350109209214,0.07330973199963742,0.006805220347018359,-0.13462265939836104,0.05895075654462767,0.10837901800310057,0.018943596870418578,0.01632030164320719,0.08759056401259935,0.011879606406823395,0.004475675961729042,0.06595501587246533,0.026420838431285176,0.03749037879351391,0.04290222826879875,0.10758321139253546,-0.024929442859339623,0.016091661113736055,0.06965960938926274,0.09188572619888546,0.012072446735912568,0.04282189974163275,0.04673748168010361
