Date,MSFT,INTC,UPS,VZ,JPM,AXP,PFE,MRK,JNJ,XOM,AMT,BAC,AAPL,GS,CVX,T,DIS,NEE,CAT,PG,UNH,SPY,CSCO,FCX,HD,NKE,HON,ORCL,WMT,MCD,KO
2010-01-05,0.0003230643054008553,-0.0004788061350717854,0.0017177242942243431,0.0018014690880123752,0.019184707392858158,-0.0022019937221555708,-0.014365840607882596,0.004044634114787726,-0.01166276417490053,0.003897488773422886,0.01643098802785925,0.03198754093094447,0.001727228658678026,0.01752474120691616,0.007058508991396817,-0.004910529982939726,-0.0024977239302588217,-0.009813346245125754,0.011884860208784875,0.000326795972921623,-0.0015872978239914737,0.0026432424972426816,-0.004464786706115387,0.005973010462198669,0.007297861935166239,0.00397088447356353,0.0019808676733794606,-0.0012077288643133066,-0.01000789932882995,-0.007675723533048018,-0.012170253732911807
2010-01-06,-0.006155724029760723,-0.003359706185836586,-0.007405459067719278,-0.029175960624060693,0.005479535907213062,0.016034999827063245,-0.0032203209350334383,0.013365538627610363,0.008100414964889335,0.008605380142581609,0.005192664772345257,0.011660527090586292,-0.016033982734329655,-0.010730838550396804,0.0001254177970424486,-0.009872170595182972,-0.005328274816046807,0.009813346245125754,0.003032825164086983,-0.00475438991775512,0.009799154628675755,0.0007041764862094624,-0.0065309886869613365,0.03912482768490877,-0.003468102728846123,-0.006115077765446841,0.0,-0.014610590338863805,-0.002237105060824529,-0.013737487801786408,-0.0003549550586439132
2010-01-07,-0.010454419782972124,-0.009661992724052215,-0.007635494771240037,-0.0059697883876643765,0.019615100946411612,0.016088736537015702,-0.0037708052300993167,0.0015920286244175408,-0.007162611126819929,-0.003146909801392095,-0.002705831363033706,0.032415216807430536,-0.0018505517580227338,0.01937994187474068,-0.0037744137005910616,-0.01129125910004003,0.00031417363876817817,-0.002821338400318396,0.004030436490098044,-0.0054380810624445886,0.03765885119579915,0.004211909271010228,0.004494398839861358,-0.019313315225060634,0.011744328824673023,0.009766456415327252,0.019108907958923727,-0.003276187742626391,0.000559764311006905,0.007296503763437823,-0.0024886667449997013
2010-01-08,0.006872606537664971,0.011102976442489254,0.04695583468247033,0.000629997890125189,-0.0024591272494376426,-0.0007142711618559616,0.008062408406852573,-0.0005301811088327391,0.0034320063876158713,-0.004019561680296935,0.002030237703347204,-0.008899438302969465,0.006626243006538912,-0.019092751490788373,0.0017631475065735813,-0.007352869847719878,0.0015695299315670042,-0.00870046110255851,0.011165747820587324,-0.0013224548061603336,-0.00943520244722329,0.003322607971484537,0.005285978066975172,0.028320190973060377,-0.004819430153561566,-0.001976342835944056,0.02184182981363847,0.01223060526172759,-0.005050396763490728,-0.000969418946207945,-0.018682158445020303
2010-01-11,-0.012801156172258299,0.0057445956659183395,0.04309951578670379,0.004085892986458006,-0.0033627119599715094,-0.011508342873392863,0.007998031439762077,0.003970389538950236,0.00015590425895295468,0.011157487649825715,-0.009054099622972878,0.008899438302969465,-0.008860502086389443,-0.01590171331904422,0.01758687869504527,-0.004808885752977998,-0.016445657453382,-0.0007601210832564043,0.060917183608483416,-0.003979220062948485,0.006705413172787722,0.0013956032587447709,-0.0028429531838360944,-0.0001132788809257157,-0.028703362864943127,-0.012401415411450678,0.01250447554078793,0.00040457321327114215,0.016366412339066994,0.007731451490367025,0.020104868464994485
2010-01-12,-0.006629512643645086,-0.016362348924462644,-0.0067081297691498065,0.0009408834176647396,-0.023631469084695933,0.013175248760361136,-0.00319141295411951,-0.007957340964384496,0.005280406817893546,-0.004991263968894266,-0.012354009475065375,-0.034247719160987344,-0.011440402308786846,-0.022041199585438598,-0.005827963294855021,-0.0003708682067127267,-0.017369344951302157,-0.02463543645482913,-0.02991422026031243,0.01139694903258448,-0.02678339892789605,-0.009370150264611965,-0.01598752293547978,-0.03841737113953636,-0.006412581757655911,-0.0013875253857182912,-0.011318511047156754,-0.00527922782123369,0.00954665699768631,0.005440786705192213,0.010782100389501892
2010-01-13,0.009268688679897608,0.01683925687188914,-0.005302385450429714,-0.001254364026061161,0.01732399926614514,0.003089468614059232,0.023171145818836614,0.03609175178668744,0.0063301888158324715,-0.004010722390689114,0.02095765759682111,0.01576780297116498,0.01400698059934502,0.007420689778323997,-0.007614992185183134,-0.01194061855531392,0.01513481059897126,0.003500995495871795,0.0014448490774925382,0.010293422254599172,0.015172938600426455,0.008410726606304486,0.01801854705435746,0.017919453315192513,0.005346469725318048,0.008908047363427762,0.003550842747598537,0.00972470406482584,0.0051031737353426365,-0.0011174963179825248,0.002634025617438862
2010-01-14,0.019899517411073653,0.024506705800485307,0.002092126825918861,-0.020606139079195618,0.009894159351432563,0.012495106373384246,0.00881017157231545,0.026864218421088104,0.001999019046395656,0.00014342698755287486,0.005619951096614173,0.0119616366950126,-0.005808392692730147,-0.003198842932178536,-0.003137738111644417,-0.017035759473846834,-0.008666461033413064,-0.02935879096497196,-0.005630950009885449,0.000974998642754521,0.023687925987136538,0.002701193218384468,0.012502209783359586,-0.01249795579122015,0.006025234897701015,-0.0062889500295426615,0.005890219098832805,0.023558674610759223,-0.014649830733028946,0.0009581876773410158,0.0017514373039704267
2010-01-15,-0.0032351001483261754,-0.03216919313226718,-0.004350125721312992,-0.020713046168897353,-0.022859487177097293,-0.0068178387975352805,0.005659939953855719,-0.013088730167594154,-0.008329207862228127,-0.008213658680686908,-0.013768897083251908,-0.03386070279289832,-0.016853329225347435,-0.019897034186517004,-0.004030736073707075,-0.015390928973124218,-0.013632099487072225,0.010740159928096293,-0.023669718715394694,-0.012418488659527771,0.01282249942965974,-0.011287501430234492,-0.022290023305298057,-0.009210867904741349,0.009495737309680674,-0.009275039652403727,0.00140847074050221,-0.003954025471478495,-0.009824940313720276,-0.005923392159031149,-0.014812006521146337
2010-01-19,0.007746745902527774,0.011947183700887098,0.00515357591347243,0.021033654214842823,-0.00919934809291334,0.013356699635397984,0.025830935026511348,0.028720016956067518,0.012162018269302077,0.0023123465892109785,0.004309091473078119,0.00368314588255636,0.04328805851375539,0.009938235922008154,0.005664058769238256,0.015772469479629736,0.013309648475043456,0.006703629960661317,0.01338263129768169,0.014689363061636929,0.04007461554162273,0.012417960493987579,0.01827482076944209,0.003553395254924041,0.010791706747633967,0.004957410560751274,0.005147486404813328,0.003559409983390882,0.006498736668206551,0.019084339267079642,0.002306762120598549
