Date,Markowitz (muestral),Markowitz (Ledoit-Wolf),Markowitz (PCA),Markowitz + Ridge,Markowitz + Lasso,Markowitz + RF,1/N (equiponderada),SPY (mercado)
2013-02-28,0.01084022051478226,0.011979516262801419,0.012733743397074691,0.011979516262801419,0.011979516262801419,0.011979516262801419,0.008990243187850062,0.012678299090485
2013-03-31,0.03565843465454446,0.03343530288430791,0.039598029730323434,0.03497460427462999,0.034472631554732874,0.029786563947938313,0.03109276327899429,0.0372679840865854
2013-04-30,0.055617046862683414,0.05511147501395307,0.059573800267065165,0.045663524196680974,0.04510335519494356,0.04469489770488179,0.03318163290529757,0.0190301972349287
2013-05-31,-0.03844105690005111,-0.037815991558874426,-0.04806424867149691,-0.03730202983038371,-0.03686462373242079,-0.03288459121735983,0.013604849777313575,0.0233352597774141
2013-06-30,-0.00026704087498087385,-0.0016966889304871023,0.0012645831007455947,-0.005404190472824555,-0.003576790564168178,-0.003959477414458181,-0.01031721483813564,-0.0134347756404578
2013-07-31,0.024213950798970506,0.02614542934980324,0.031811413524321146,0.05501983492400905,0.03386220881748729,0.04879205852738111,0.03364198849988616,0.050386076773254
2013-08-31,-0.03753250167763858,-0.03631231724750932,-0.0369620085565024,-0.033345058316362405,-0.02898494118837095,-0.033472053384426846,-0.031181467268758357,-0.030451348932269
2013-09-30,0.020705259293898298,0.02162685440766958,0.019080020218793146,0.01458764792992803,0.01865619453014856,0.019967298007971552,0.02247498232658722,0.0311562343298659
2013-10-31,0.03671695271356791,0.039192457147289,0.032969299203027116,0.04831995302451503,0.04608482794977827,0.047017063605140505,0.040054902693351595,0.0452666673879811
2013-11-30,0.03255429115105701,0.032837432695635584,0.0339648837126489,0.029077675448869213,0.03497207705365045,0.03670364413416523,0.0333584477444349,0.0292069662960008
2013-12-31,0.01166932371735936,0.009765998046856912,0.00826636624985416,0.005530680656739078,0.00659033425372359,0.006636810229533994,0.02347469652494666,0.0255964309625751
2014-01-31,-0.03628642709376277,-0.03731510157548657,-0.032141781829764245,-0.04486253295458233,-0.0403242097633218,-0.044030699092632616,-0.038074918679777164,-0.0358847745621844
2014-02-28,0.041107826515748035,0.041840597704279704,0.04296122192307364,0.009026616286961294,0.023229680301309556,0.005857804725902704,0.03140766949115992,0.0445101640909912
2014-03-31,0.00817157327400519,0.005588788362058511,0.005323454124359705,0.03116358216691669,0.02829056289004684,0.04921197878561594,0.02138512828626147,0.0082612414831801
2014-04-30,0.00909397310217416,0.011292158742059381,0.01294840560623631,0.014699228887381455,0.014784405764003089,0.011818687264405664,0.010483509454864325,0.0069275345531556
2014-05-31,0.02827604478766335,0.023698481623873786,0.027851488600551342,0.02374188666130632,0.028322273707763034,0.0017022235879580244,0.015567911387683448,0.0229414035734825
2014-06-30,0.02254201760609991,0.021783475263760357,0.02086644270894758,0.0030978518547423433,0.005898351755278143,0.0050876111132457606,0.019697714081101644,0.0204348293214762
2014-07-31,-0.010883795853322374,-0.011076839617118616,-0.010097549891382241,-0.0036956034181676754,-0.006355398184200804,-0.00944315282799209,-0.008163989282940333,-0.0135290302890096
2014-08-31,0.06906908755103464,0.060669060246232615,0.0638296959891296,0.04307482056055625,0.03886231332881087,0.04372830269341403,0.03640826708631971,0.0387047721908189
2014-09-30,-0.005557726483791766,-0.006771905485650874,-0.0013331628631932015,2.622141589529248e-05,-0.001733881547960513,0.0037032863471272337,-0.00793185784796088,-0.0138922795598093
2014-10-31,0.03700838294147985,0.03365148110943683,0.03307373409295,0.031136207998270223,0.028792092163101014,0.026667760090074644,0.01804689359397962,0.0232778007088247
2014-11-30,0.040766970239608694,0.0378788918432336,0.039776905946226376,0.050421530395468386,0.053941814127509986,0.05525412827007882,0.032651019388752534,0.0271013716633561
2014-12-31,-0.011233613433516445,-0.007980897380930366,-0.00493923989933925,-0.020122334075122074,-0.023462908012850826,-0.022912172657443157,-0.012294367211978921,-0.0025397825866493
2015-01-31,-0.027068924538198515,-0.02747541643405107,-0.02781331428631116,-0.019325724867304644,-0.030314916293227776,-0.0396339999088274,-0.05699711691328624,-0.0300770973471147
2015-02-28,0.03823643512712464,0.04393799692001471,0.03645020770902231,0.03226083481170625,0.03973404631326171,0.034346931038773315,0.058600694155993005,0.0546818072128472
2015-03-31,-0.00150903167629452,-0.0017065684730977228,0.0017029301331283318,-0.011363565847424081,-0.01369255625783333,-0.010912935833923498,-0.025652285535752294,-0.0158302732756379
2015-04-30,-0.01924248264063169,-0.012921379015262198,-0.02020881807529443,0.0026210310888143034,0.003748017002946605,-0.0024665650223972616,0.02361852950508288,0.0097860626850696
2015-05-31,0.02641936436496324,0.02643454446195596,0.027227811015926254,0.008663906053410844,0.012355450551335807,0.011850951129518773,0.005860802664293891,0.0127740661679158
2015-06-30,-0.01709289742376828,-0.00953707978619019,-0.013228697290345749,-0.0191619192687208,-0.014453626943482146,-0.01612576663433643,-0.02218780399889023,-0.0205210834136648
2015-07-31,0.033107864515735025,0.03547075638756772,0.041321029185057895,0.022829230241180096,0.02126201417012913,0.022565093058756605,-0.0009713629724048371,0.0223377070522285
2015-08-31,-0.05723568025076808,-0.06313476359770606,-0.062270768094654434,-0.05245146361411154,-0.05503234374271444,-0.054936930478613616,-0.059646930476928706,-0.062886443487435
2015-09-30,0.0061705851705063895,0.005587297229290803,0.0039034800132930637,-0.00587581297360024,-0.022954116340061302,-0.01930932013848151,-0.018146575962159663,-0.0258470854656334
2015-10-31,0.07481558506128068,0.07285906845785922,0.07259605191569259,0.049653844262703445,0.08608412138885096,0.07251667890397293,0.08071497684119132,0.0816349444076083
2015-11-30,0.002835450429882129,0.004279455955460192,0.009924143688800059,-0.011123546684610196,-0.0033773373550216,-0.00031967898705711085,-0.009508492660834898,0.0036482718995243
2015-12-31,0.004527331692334503,0.002924202588191,0.004139812872655656,0.005110293190388292,0.0011517344824539394,-0.00982690095355991,-0.018620097163044674,-0.0174334873683186
2016-01-31,-0.0035913663739777953,-0.0077717687804482165,-0.011942406108188029,0.0043625996906173845,0.010153752543225453,0.01160178735660279,-0.04616485416575819,-0.0510687225159669
2016-02-29,-0.0009253771796262173,-0.0021301823362575717,-0.004977136546436605,0.0031795074478245516,0.000797881193437077,0.005937994733411023,0.013119055299501858,-0.000826473333567
2016-03-31,0.055244453954345074,0.05798808250046034,0.05652051356392414,0.05834244930325119,0.06165348765772348,0.06564825528946094,0.07766806408616606,0.065100316503738
2016-04-30,-0.01385002728152547,-0.017424141602244113,-0.017111278242356302,0.011364918343780686,0.0069490810432975315,0.019923136943705722,0.01538475290594327,0.0039335855526125
2016-05-31,-0.0015820169481279558,-0.0007316325054292205,0.00040187194608120886,0.013089517113573292,0.006060842757927783,0.005801338615593098,0.0023095557720708686,0.0168683155457802
2016-06-30,0.04318795246146136,0.041008763333699814,0.04125440640619046,0.05015998882814921,0.04205030307854769,0.0481258210631077,0.014835804545527093,0.0034702072991414
2016-07-31,0.020610208049579616,0.019684617320081782,0.017756740646709148,0.025288778047891113,0.011656399893851024,0.020547042056141624,0.030548579735152927,0.0358217207327618
2016-08-31,-0.026050827168183525,-0.024217461936542707,-0.02468139267730301,-0.02879858709933797,-0.010767274485619652,-0.05856382920850208,-0.004752501519602796,0.0011969634386392
2016-09-30,-0.014514810150367178,-0.012727658275963767,-0.010685177955010151,-0.014912016712336504,-0.013298592772210871,-0.01209793603824415,-0.00039507070314073094,5.778051403471096e-05
2016-10-31,-0.02687762274938805,-0.023725232665394242,-0.026373359792048464,-0.03184020233644278,-0.02718569223442776,-0.026962821212630394,-0.011594572134259202,-0.0174890692798932
2016-11-30,0.01695009034817334,0.013400561841966516,0.0076283100282613595,0.025542645615325786,0.034340423559856684,0.05650978346780731,0.05006195371998645,0.0361760715564321
2016-12-31,0.04046034718037994,0.03792370218690805,0.04548106120095451,0.043382614397801444,0.03429610510333067,0.03416549080205529,0.022509891856611272,0.020069051923504
2017-01-31,0.022277622550920938,0.022524456622347706,0.020054471581946922,0.0026837899131585694,0.003732754276435788,0.0036798123018153958,0.0136205932260594,0.0177365398027227
2017-02-28,0.03800028261803183,0.03903382993612938,0.03592128496270943,0.07020428205765906,0.04383105734820177,0.04318965553764393,0.03613762716392535,0.0385394271217371
2017-03-31,-0.007905421950741797,-0.004575080518326482,-0.008502378283479288,0.00493357680742393,-0.006401315115556613,-0.009897412524114245,-0.0015230635319135205,0.0012490636728639
2017-04-30,0.026977548795217618,0.026694901173054078,0.024948419394248543,-0.0008779079942062961,0.011572246628960142,0.011572246628960142,0.011708171556106317,0.0098770196447999
2017-05-31,-0.003568355866712625,-0.0025315192990491824,-0.0034758959885425565,-0.023811659232414805,0.004701389444808065,-0.0002575918225546231,-0.0005716559988650806,0.0140143668048677
2017-06-30,0.024633243321825905,0.025156182162977988,0.02235310156546514,0.030609515719243974,0.02043281551594098,0.02043281551594098,0.017015831655140118,0.0063545808381579
2017-07-31,0.02069546552144523,0.020198306074734503,0.02034605705562969,0.03592569088577297,0.026400559237553974,0.026400559237553974,0.029806890586595663,0.0203457340318111
2017-08-31,0.0060933520627084944,0.006082948597793618,0.012356592790665276,-0.018076896655083493,-0.015756973216492234,-0.014650425834331014,0.006827970821660006,0.0029134364398597
2017-09-30,0.00463303077083398,0.0025690378894319002,0.009177035930166246,0.005379132069261678,0.016214601850545567,0.01621460185054556,0.016241124512675984,0.0199493141729867
2017-10-31,0.03616682915034612,0.03979938497541842,0.0455717136669582,0.03824847794381946,0.02489052891037765,0.02489052891037765,0.029928236138253576,0.0232905776927863
2017-11-30,0.0565693024878242,0.05528134164626565,0.05677848427356168,0.06754013464837003,0.05218144683358909,0.05197328911700097,0.038032666936716406,0.0301082481226915
2017-12-31,0.008156528748076953,0.008710562489484569,0.007374474712067386,-0.012113648068318262,0.011633992594946766,0.010067127080508506,0.027479292268320646,0.0120550266702634
2018-01-31,0.03608797995807988,0.03915381013460461,0.03830145649179369,0.01896370726567497,0.03509943829546046,0.04162555406624746,0.03851333668060878,0.0548282503723926
2018-02-28,-0.041937076901663504,-0.04136674030170909,-0.03679472814480427,-0.048264679517430936,-0.08236294339728417,-0.08292749894329665,-0.050445303406214906,-0.0370377883510668
2018-03-31,-0.014108830564407683,-0.014031481640350393,-0.013690867690360273,-0.05011232378559763,-0.007673711826518478,-0.007673711826518465,-0.017989079488183984,-0.0277933130176624
2018-04-30,0.019509494265307237,0.020281856263990795,0.018648025897697297,-0.006931621179044623,-0.0018039464376896422,0.00691443279098507,0.008498359756511822,0.005154685336989
2018-05-31,0.00687632038193375,0.01009924643136514,0.003993203562004253,0.00501526885094771,0.007690323806958971,0.008369391176039326,0.010905085671308087,0.0240183222979268
2018-06-30,0.002292494394533838,0.0014040912713814114,-0.0032211726620981216,-0.0073401135992406325,0.014916150199094385,0.0117491689324879,0.00250573881498558,0.0057348098923686
2018-07-31,0.024237118799431072,0.023000003383658676,0.027222516517539007,0.01734268380705043,0.0255379050838948,0.025537905083894828,0.04191326979038814,0.0363765493109964
2018-08-31,0.03318789320533929,0.03321731053139658,0.03222320839167443,0.04710616306894654,0.029664521474057973,0.031378954235582554,0.021924621678242905,0.0314210711804534
2018-09-30,0.0025313643341926496,0.0027025734741734017,3.648403139358265e-05,0.013122778821424723,0.012810503940289486,0.012883415164808208,0.013267778655001762,0.0059276657576852
2018-10-31,-0.02944128188711856,-0.03316751431524364,-0.023351539605885072,-0.04960250076121284,-0.004122675994011213,-0.005839428234850386,-0.034514262630921756,-0.0716076220529231
2018-11-30,0.05516371198855002,0.054024310276877,0.053911919583744736,0.03713826619427551,0.03883493813214002,0.05106781678470665,0.030676475651588653,0.0183790825528005
2018-12-31,-0.07836236283485067,-0.07781847037643491,-0.08152117882468146,-0.07656461860804067,-0.07386118453202059,-0.07386118453202059,-0.0867607564790391,-0.0921684458285518
2019-01-31,0.0358734964019503,0.038301136508745164,0.04007730120261217,0.06255741355169443,0.04237088112476282,0.047179124014805784,0.058429270831583516,0.0770219228390978
2019-02-28,0.045346713282833795,0.04048692851190457,0.0566750406727468,0.04677005614446077,0.043201073321325924,0.05283936867706934,0.037296689468232495,0.031901294794614
2019-03-31,0.026804491169176537,0.0293663219896204,0.026728577949345467,0.018554665482322326,0.019267470927481656,0.018513950696013227,0.01978261523089169,0.0179388869339609
2019-04-30,-0.0024758785940297793,0.010877191726706377,0.005471052520099879,0.023916031598142908,0.024422738618871696,0.033271288823219836,0.029633128503839277,0.0400398436101658
2019-05-31,-0.025701242279581996,-0.033706585329555956,-0.0300183128094152,-0.036699693879151785,-0.03624383270040318,-0.04106871534788833,-0.06021359958396156,-0.0658953044576398
2019-06-30,0.04347860502431459,0.043890899616176864,0.04780057659613973,0.05428553531883102,0.05496522168955473,0.046349387561035696,0.07484976681750177,0.0672719272382034
2019-07-31,0.019737195712614376,0.020552055633253546,0.019508096526241355,0.024172487027828947,0.014902647430213651,0.01823519192120509,0.015421974543390463,0.0150067243989848
2019-08-31,0.021371396286110074,0.011414533987105438,0.019586536679481528,-0.0018383665791073985,0.001471277464723737,0.0011543074280764756,-0.024302157266769632,-0.0168852563754091
2019-09-30,-0.0006265396150488961,-0.0007917757426332342,0.004367724274279819,0.02993201950032571,0.008650557138532414,0.011437408024993309,0.025773394187070503,0.0192705325847963
2019-10-31,-0.003915994970775842,0.002028839299360947,-0.0012948727008260984,0.044017206819301595,0.022912925677810978,0.020736768060951573,0.019508835319693538,0.0218643278801042
2019-11-30,0.02057276547800111,0.019264531518571427,0.02162697893682341,0.03525119820402369,0.021793259133622674,0.02177711898913338,0.02899968868147708,0.0355582005455019
2019-12-31,0.04393628356560199,0.04459906285797843,0.04258022456066655,0.0297131365736717,0.03510509320339922,0.03273802341269985,0.03349893215984624,0.0286413553944999
2020-01-31,0.024917296812350522,0.026219834480280715,0.02931426988553318,0.008126848134746446,0.01428491213849871,0.013175416889259921,-0.019245829776106144,-0.0004036798639015
2020-02-29,-0.0675060135618844,-0.06845103796505797,-0.06544691738111469,-0.08251462238021448,-0.09002789215489462,-0.09020526618054948,-0.09952980894479825,-0.0824753595302425
2020-03-31,-0.052201604644014236,-0.05291274608735819,-0.058114212097426385,-0.06666315996669726,-0.07451943802803815,-0.08726880655193117,-0.11556453338386706,-0.1333841613925832
2020-04-30,0.0648189419827526,0.06736722008659124,0.06698963191125523,0.10358348805975079,0.07324499130028854,0.14048667850455904,0.10349981233966318,0.1195444358905506
2020-05-31,0.061579299993554576,0.06095184662784979,0.063961793069707,0.057359789140108274,0.05393680282506334,0.060104886591030526,0.040194437251853427,0.0465451225248285
2020-06-30,-0.0003697310711687253,0.0004590095474710197,0.0008808623940078884,-0.03883844609461321,-0.02777599509323086,-0.02006064131506065,0.001098081972612231,0.0175790010191407
2020-07-31,0.04674417046552313,0.047571228075900085,0.03799206501902379,0.04254667091388125,0.06097621974148181,0.030022208340941887,0.041110295492657684,0.0572234464648255
2020-08-31,0.05004612345094006,0.04968403332768232,0.04943390333278009,0.04154100576674736,0.032860523675946454,0.02704398649761626,0.05672165412173357,0.067468332700427
2020-09-30,-0.018680906338950268,-0.019302257442302233,-0.0142244210678951,-0.008169548261955966,-0.007296637392712104,-0.010458981432084045,-0.021185673657752382,-0.0381625978737432
2020-10-31,-0.026113683792916488,-0.024741830870184403,-0.02159521842435374,-0.07262557941730347,-0.03387355253919902,-0.03103538444463018,-0.0332283381097983,-0.025249639453583
2020-11-30,0.04719008669609896,0.04855067851704593,0.04743986306798188,0.0644282934274325,0.04462997397453844,0.10234146043812734,0.115648253859745,0.1032574103183909
2020-12-31,0.023731505042450227,0.024400399509959623,0.022201679659265845,0.024009170351137935,0.022219866293374347,0.04057458311727415,0.039712287741867455,0.0363786626448074
2021-01-31,-0.002349003421236449,-2.4052026621257383e-05,-0.0018194841892006444,-0.0358696362748113,-0.0039680228979006,0.005486652053980332,-0.013401098600337388,-0.0102425845043523
2021-02-28,-0.037511284001833796,-0.04028498825508055,-0.04067823513005099,-0.02915677821684129,-0.02241428897290281,-0.01720743864167782,0.0403010692379236,0.0274259196220842
2021-03-31,0.047479872306773016,0.048219451010378375,0.05247226410290958,0.06259115875698777,0.06415173831722007,0.04846927438667004,0.05946763316291254,0.0443987493290958
2021-04-30,0.03752516027281044,0.03768229349066457,0.03257641662242323,0.008623231319092607,0.02922491439975509,0.027949000537895556,0.03554037225654213,0.0515582972803265
2021-05-31,-0.0027785304818915696,-0.001981873393854209,-0.0021126370426537977,-0.0011718438966663173,-0.0005317570301764003,0.0072697525754666335,0.01860227742458091,0.0065446329306979
2021-06-30,0.018926157420212163,0.028730647298089284,0.02347353429321124,0.01744785734227883,0.009625023404388013,0.00404650199588023,0.0012958905278300072,0.022179512221788
2021-07-31,0.03974893827248919,0.04647019828146111,0.042483658545533404,0.020166073484324514,0.031370418386044666,0.00811521720028629,0.018848492754002775,0.024119320155191
2021-08-31,0.04315324037231015,0.04112482402518133,0.03825376620155777,0.022284659542394093,0.035426547739919635,0.03346340087754064,0.0172844305384024,0.0293257325858071
2021-09-30,-0.06958712807585585,-0.06942769457362895,-0.06883023124401902,-0.03403663212818655,-0.02880926346237463,-0.060911555220653134,-0.041432388586166144,-0.0477265974810912
2021-10-31,0.08465710883809824,0.08630427825002113,0.0840456087304192,0.09180209749781285,0.07843044454679582,0.0726661574018373,0.0691450359407288,0.0678115316482141
2021-11-30,-0.02388950643660321,-0.02210814555045499,-0.020591569231967213,-0.036921171911859466,-0.0340149593277214,-0.0340149593277214,-0.03334317996190338,-0.0080672222836462
2021-12-31,0.05293408828409221,0.04908459699818395,0.05200861286467005,0.05110888849836895,0.0704759498428332,0.08177097883457021,0.05924851561292847,0.0452101825681721
2022-01-31,-0.09422801595741942,-0.0909825812375602,-0.09555847037921122,-0.08791734979183702,-0.06982736432903328,-0.03632301705185263,-0.030713191606063457,-0.0541830069401747
2022-02-28,-0.030955721109861573,-0.030793404347252973,-0.03292698669793734,-0.06495269402131769,-0.03184116856880846,-0.05304045991709914,-0.019977994820113955,-0.0299615336034522
2022-03-31,0.03731052436820365,0.03965411654332219,0.043355995613163646,0.07948255939348614,0.04001807778184341,0.040018077781843214,0.029728975425089697,0.0369011122239459
2022-04-30,-0.0760163007275306,-0.077548045807026,-0.07788060406407868,-0.025451035046906337,-0.05550016800708117,-0.05042036436536935,-0.05872919138378263,-0.0918620384110155
2022-05-31,-0.06799533257566523,-0.058217630858543964,-0.06568428825041159,0.03472287668083926,0.014171995210411775,0.012337093351255875,0.014564734571445853,0.0022548179506349
2022-06-30,-0.06239244751117003,-0.05948492627439376,-0.062280779450531426,-0.051060254046443224,-0.04033801006283847,-0.04033801006283852,-0.07968346000790083,-0.086059714399779
2022-07-31,0.07685062973099306,0.07979738974128377,0.08270820999332348,0.05186915847207373,0.0024378479152220994,0.002298092881268001,0.05926461797099246,0.0880910104666421
2022-08-31,-0.031693190650516186,-0.034756771883143765,-0.033064497520416215,-0.03761140891790773,-0.047103272073987096,-0.04752609114135823,-0.036878681663180604,-0.0416577514421927
2022-09-30,-0.08946592372089654,-0.09139151183510219,-0.09179842964795647,-0.08524885851947847,-0.09471330575505021,-0.09181737778020357,-0.10499754224985026,-0.09700209449693
2022-10-31,0.06745967490141211,0.07155199122307311,0.06852402661465022,0.10533674667745008,0.07425036845136843,0.08040935498106362,0.11978907707231973,0.078141522373027
2022-11-30,0.034353489163568424,0.0401460623332023,0.03340812797844708,0.06918400151496462,0.06954815276650358,0.06907714539555389,0.06777100916762463,0.0541012666862368
2022-12-31,-0.03946910945370508,-0.04063815679913798,-0.0395415159993533,-0.004391610877057486,-0.01730945064851855,-0.03513259039197917,-0.038135092007011845,-0.0593555364170104
2023-01-31,-0.028433669346679163,-0.018785844917182444,-0.017224033614564656,0.007476908055194586,-0.016351447810664138,0.0010093467164330096,0.034337480604841264,0.0609892162709062
2023-02-28,-0.039586086381252474,-0.03946608643817188,-0.03746840505771883,-0.04219246717329523,-0.043519439434027224,-0.043519439434027356,-0.044271148536230626,-0.0254642942449407
2023-03-31,0.02770845355484663,0.026566206260349622,0.025762051452267443,0.0207589836031535,0.04598046134755609,0.04598046134755609,0.02411274389121763,0.0364070913126894
2023-04-30,0.031512267365744154,0.02995444256945319,0.02883685030702016,0.002089904563098056,0.03567884853660044,0.038388441601802145,0.012537164207981406,0.0158485927139393
2023-05-31,-0.06232940402289321,-0.06066010680856748,-0.06130469104682421,-0.04193499187494101,-0.06306252817993407,-0.06306252817993405,-0.04732839888425529,0.0046058392002823
2023-06-30,0.05204960732203749,0.06320415388403625,0.054846184417271654,0.048973119191237126,0.04804791486680914,0.04777769856576332,0.05568203760289747,0.062786570074361
2023-07-31,0.0063937289348741985,0.004233419593111087,0.008825280523226176,0.0023265941354535372,-0.009335828676684152,-0.008634585295676699,0.015983260807645328,0.0322089317222173
2023-08-31,-0.021783434948755218,-0.022526834887005326,-0.025267075638878027,0.01249596217061458,-0.013742267246844603,-0.015357678042172472,-0.026469937983533774,-0.0163855898607723
2023-09-30,-0.02454895671239788,-0.02165814654762471,-0.018937025060813482,-0.05853776661232249,-0.05382925832022631,-0.06219838279866871,-0.043752712833762725,-0.0485962840920972
2023-10-31,-0.023365126884678185,-0.02393775435025855,-0.025465300941175346,-0.015108346328394454,0.01940151288650008,0.01722012734414584,-0.016065274078221423,-0.0219477329775035
